Employee_ID,Name,Department,Years_Experience,Current_Project_ID,Location,Experience_Text,Skills,Experience_Level,All_Skills,Has_Current_Project
E905,James Barker,DevOps,4.4,,Delhi,"Worked on projects involving Robotic Process Automation, UI/UX Design, and Data Governance. Delivered solutions for finance domain.",robotic process automation ui/ux design data governance involving robotic process automation ui/ux design data governance,Mid-Level,robotic process automation ui/ux design data governance involving robotic process automation ui/ux design data governance,False
E906,Jennifer Lynch,AI Research,4.3,,Delhi,"Worked on projects involving Java, Microservices, and Machine Learning. Delivered solutions for telecom domain.",java microservices machine learning involving java microservices machine learning,Mid-Level,java microservices machine learning involving java microservices machine learning,False
E907,Ashley Rojas,Software Development,6.3,,Pune,"Worked on projects involving Node.js, Scrum Methodology, and Edge Computing. Delivered solutions for healthcare domain.",node involving node,Mid-Level,node involving node,False
E908,Justin Walker,DevOps,2.7,,Delhi,"Worked on projects involving .Net, CI/CD, and SQL Database Management. Delivered solutions for finance domain.",involving,Junior,involving,False
E909,Claire Morgan,AI Research,10.5,,Delhi,"Worked on projects involving Microservices, SQL Database Management, and Agile Project Management. Delivered solutions for retail domain.",microservices sql database management agile management involving microservices sql database management agile management,Senior,microservices sql database management agile management involving microservices sql database management agile management,False
E910,Bradley Mcbride,Cybersecurity,12.4,,Pune,"Worked on projects involving UI/UX Design, Data Engineering, and IoT. Delivered solutions for retail domain.",ui/ux design data engineering iot involving ui/ux design data engineering iot,Expert,ui/ux design data engineering iot involving ui/ux design data engineering iot,False
E911,William Kelly,Data Science,1.1,,Delhi,"Worked on projects involving Java, React, and Agile. Delivered solutions for insurance domain.",java react agile involving java react agile,Junior,java react agile involving java react agile,False
E912,Wendy Ryan,Data Science,8.8,,Mumbai,"Worked on projects involving Incident Response, Incident Response, and Healthcare Analytics. Delivered solutions for retail domain.",incident response incident response healthcare analytics involving incident response incident response healthcare analytics,Senior,incident response incident response healthcare analytics involving incident response incident response healthcare analytics,False
E913,David Key,Software Development,9.9,,Chennai,"Worked on projects involving Python, NoSQL, and Data Lake Implementation. Delivered solutions for finance domain.",python nosql data lake implementation involving python nosql data lake implementation,Senior,python nosql data lake implementation involving python nosql data lake implementation,False
E914,Mrs. Annette Rodriguez,Software Development,9.5,,Delhi,"Worked on projects involving API Development, Scrum Methodology, and CI/CD. Delivered solutions for healthcare domain.",api development scrum methodology ci/cd involving api development scrum methodology ci/cd,Senior,api development scrum methodology ci/cd involving api development scrum methodology ci/cd,False
E915,Stacey Smith,Software Development,10.1,,Chennai,"Worked on projects involving SQL, Cloud Security, and Mobile Development. Delivered solutions for telecom domain.",sql cloud security mobile development involving sql cloud security mobile development,Senior,sql cloud security mobile development involving sql cloud security mobile development,False
E916,Darlene Wilkins,Cloud Engineering,12.7,,Delhi,"Worked on projects involving NoSQL Database Management, Data Warehousing, and Python. Delivered solutions for retail domain.",nosql database management data warehousing python involving nosql database management data warehousing python,Expert,nosql database management data warehousing python involving nosql database management data warehousing python,False
E917,Amber Washington,Software Development,8.4,,Chennai,"Worked on projects involving Incident Response, NLP, and Business Intelligence. Delivered solutions for telecom domain.",incident response nlp business intelligence involving incident response nlp business intelligence,Senior,incident response nlp business intelligence involving incident response nlp business intelligence,False
E918,Larry White,Software Development,10.6,,Chennai,"Worked on projects involving Mobile Development, NLP, and Node.js. Delivered solutions for healthcare domain.",mobile development nlp node involving mobile development nlp node,Senior,mobile development nlp node involving mobile development nlp node,False
E919,Frederick Bryant,Cybersecurity,11.5,,Delhi,"Worked on projects involving Incident Response, Node.js, and API Development. Delivered solutions for telecom domain.",incident response node involving incident response node,Senior,incident response node involving incident response node,False
E920,Kenneth Jones,Data Science,4.1,,Pune,"Worked on projects involving Jenkins, Data Governance, and Data Quality Management. Delivered solutions for retail domain.",jenkins data governance data quality management involving jenkins data governance data quality management,Mid-Level,jenkins data governance data quality management involving jenkins data governance data quality management,False
E921,Angela Kaufman,DevOps,3.3,,Chennai,"Worked on projects involving Data Quality Management, Cloud Security, and AWS. Delivered solutions for finance domain.",data quality management cloud security aws involving data quality management cloud security aws,Mid-Level,data quality management cloud security aws involving data quality management cloud security aws,False
E922,Trevor Simpson,DevOps,10.6,,Pune,"Worked on projects involving Data Engineering, GraphQL, and Agile. Delivered solutions for telecom domain.",data engineering graphql agile involving data engineering graphql agile,Senior,data engineering graphql agile involving data engineering graphql agile,False
E923,Ashley Johnson,DevOps,9.5,,Pune,"Worked on projects involving Microservices, CI/CD Pipelines, and GraphQL. Delivered solutions for telecom domain.",microservices ci/cd pipelines graphql involving microservices ci/cd pipelines graphql,Senior,microservices ci/cd pipelines graphql involving microservices ci/cd pipelines graphql,False
E924,Jonathan Brown,Software Development,14.6,,Chennai,"Worked on projects involving Incident Response, DevOps Practices, and CI/CD Pipelines. Delivered solutions for finance domain.",incident response devops practices ci/cd pipelines involving incident response devops practices ci/cd pipelines,Expert,incident response devops practices ci/cd pipelines involving incident response devops practices ci/cd pipelines,False
E925,John Rivera,AI Research,4.7,,Chennai,"Worked on projects involving Microservices Architecture, CI/CD Pipelines, and Data Lake Implementation. Delivered solutions for telecom domain.",microservices architecture ci/cd pipelines data lake implementation involving microservices architecture ci/cd pipelines data lake implementation,Mid-Level,microservices architecture ci/cd pipelines data lake implementation involving microservices architecture ci/cd pipelines data lake implementation,False
E926,Katelyn Schmitt,Cybersecurity,10.6,,Chennai,"Worked on projects involving Mobile Development, Azure, and Agile. Delivered solutions for finance domain.",mobile development azure agile involving mobile development azure agile,Senior,mobile development azure agile involving mobile development azure agile,False
E927,Rebecca Vasquez,DevOps,8.6,,Pune,"Worked on projects involving CI/CD, Robotic Process Automation, and DevOps Practices. Delivered solutions for telecom domain.",ci/cd robotic process automation devops practices involving ci/cd robotic process automation devops practices,Senior,ci/cd robotic process automation devops practices involving ci/cd robotic process automation devops practices,False
E928,Benjamin Keller,Software Development,6.3,,Delhi,"Worked on projects involving CI/CD Pipelines, Python, and PostgreSQL. Delivered solutions for retail domain.",ci/cd pipelines python postgresql involving ci/cd pipelines python postgresql,Mid-Level,ci/cd pipelines python postgresql involving ci/cd pipelines python postgresql,False
E929,Christine Smith,Data Science,2.5,,Chennai,"Worked on projects involving Data Quality Management, Network Security, and Container Orchestration. Delivered solutions for retail domain.",data quality management network security container orchestration involving data quality management network security container orchestration,Junior,data quality management network security container orchestration involving data quality management network security container orchestration,False
E930,Edward Taylor,Cybersecurity,2.1,,Pune,"Worked on projects involving DevOps Practices, AWS, and PostgreSQL. Delivered solutions for insurance domain.",devops practices aws postgresql involving devops practices aws postgresql,Junior,devops practices aws postgresql involving devops practices aws postgresql,False
E931,Michael Jones,AI Research,12.6,,Chennai,"Worked on projects involving Microservices Architecture, Data Mesh Architecture, and .Net. Delivered solutions for retail domain.",microservices architecture data mesh architecture involving microservices architecture data mesh architecture,Expert,microservices architecture data mesh architecture involving microservices architecture data mesh architecture,False
E932,Dr. Martin Cox,Cybersecurity,11.4,,Pune,"Worked on projects involving Robotic Process Automation, Serverless Architecture, and Data Privacy Compliance. Delivered solutions for healthcare domain.",robotic process automation serverless architecture data privacy compliance involving robotic process automation serverless architecture data privacy compliance,Senior,robotic process automation serverless architecture data privacy compliance involving robotic process automation serverless architecture data privacy compliance,False
E933,Kimberly Solis,Software Development,10.5,,Chennai,"Worked on projects involving Incident Response, GraphQL API Development, and Cloud Security. Delivered solutions for finance domain.",incident response graphql api development cloud security involving incident response graphql api development cloud security,Senior,incident response graphql api development cloud security involving incident response graphql api development cloud security,False
E934,Jordan Gentry,Cloud Engineering,8.1,,Chennai,"Worked on projects involving Blockchain, CI/CD Pipelines, and Python. Delivered solutions for finance domain.",blockchain ci/cd pipelines python involving blockchain ci/cd pipelines python,Senior,blockchain ci/cd pipelines python involving blockchain ci/cd pipelines python,False
E935,Jennifer Burns,Software Development,8.8,,Pune,"Worked on projects involving Scrum Methodology, Quantum Computing, and Robotic Process Automation. Delivered solutions for telecom domain.",scrum methodology quantum computing robotic process automation involving scrum methodology quantum computing robotic process automation,Senior,scrum methodology quantum computing robotic process automation involving scrum methodology quantum computing robotic process automation,False
E936,Mark Young,Cloud Engineering,11.2,,Chennai,"Worked on projects involving Penetration Testing, Python, and Data Mesh Architecture. Delivered solutions for finance domain.",penetration testing python data mesh architecture involving penetration testing python data mesh architecture,Senior,penetration testing python data mesh architecture involving penetration testing python data mesh architecture,False
E937,Jessica Harris,Cybersecurity,13.0,,Mumbai,"Worked on projects involving API Development, Terraform, and Scrum Methodology. Delivered solutions for insurance domain.",api development terraform scrum methodology involving api development terraform scrum methodology,Expert,api development terraform scrum methodology involving api development terraform scrum methodology,False
E938,Holly Patterson,DevOps,4.6,,Pune,"Worked on projects involving Mobile Development, Serverless Architecture, and TensorFlow. Delivered solutions for telecom domain.",mobile development serverless architecture tensorflow involving mobile development serverless architecture tensorflow,Mid-Level,mobile development serverless architecture tensorflow involving mobile development serverless architecture tensorflow,False
E939,David Brown,Cloud Engineering,6.2,,Chennai,"Worked on projects involving Terraform, Python, and Machine Learning. Delivered solutions for healthcare domain.",terraform python machine learning involving terraform python machine learning,Mid-Level,terraform python machine learning involving terraform python machine learning,False
E940,Mary Pittman,Data Science,8.1,,Chennai,"Worked on projects involving Data Visualization, GraphQL API Development, and CI/CD. Delivered solutions for telecom domain.",data visualization graphql api development ci/cd involving data visualization graphql api development ci/cd,Senior,data visualization graphql api development ci/cd involving data visualization graphql api development ci/cd,False
E941,Angela Nash,AI Research,7.8,,Mumbai,"Worked on projects involving Azure, API Development, and Big Data. Delivered solutions for healthcare domain.",azure api development big data involving azure api development big data,Senior,azure api development big data involving azure api development big data,False
E942,Rodney Sanchez,Cybersecurity,13.5,,Delhi,"Worked on projects involving Business Intelligence, Agile Project Management, and Robotic Process Automation. Delivered solutions for finance domain.",business intelligence agile management robotic process automation involving business intelligence agile management robotic process automation,Expert,business intelligence agile management robotic process automation involving business intelligence agile management robotic process automation,False
E943,Luis Adkins,Cloud Engineering,3.6,,Delhi,"Worked on projects involving Real-time Data Processing, Healthcare Analytics, and Mobile Development. Delivered solutions for telecom domain.",real-time data processing healthcare analytics mobile development involving real-time data processing healthcare analytics mobile development,Mid-Level,real-time data processing healthcare analytics mobile development involving real-time data processing healthcare analytics mobile development,False
E944,Robert Jensen,Data Science,11.9,,Chennai,"Worked on projects involving Big Data, Mobile Development, and Blockchain. Delivered solutions for insurance domain.",big data mobile development blockchain involving big data mobile development blockchain,Senior,big data mobile development blockchain involving big data mobile development blockchain,False
E945,Melissa Roberts,AI Research,2.5,,Delhi,"Worked on projects involving Scrum Methodology, Docker, and Scrum Methodology. Delivered solutions for telecom domain.",scrum methodology docker scrum methodology involving scrum methodology docker scrum methodology,Junior,scrum methodology docker scrum methodology involving scrum methodology docker scrum methodology,False
E946,Tanner Bailey,Cloud Engineering,12.3,,Delhi,"Worked on projects involving Scrum, Java, and SQL. Delivered solutions for telecom domain.",scrum java sql involving scrum java sql,Expert,scrum java sql involving scrum java sql,False
E947,Richard Vega,DevOps,3.2,,Delhi,"Worked on projects involving Node.js, Node.js, and Blockchain. Delivered solutions for retail domain.",node involving node,Mid-Level,node involving node,False
E948,Jason George,Data Science,2.4,,Mumbai,"Worked on projects involving Jenkins, CI/CD, and Big Data. Delivered solutions for healthcare domain.",jenkins ci/cd big data involving jenkins ci/cd big data,Junior,jenkins ci/cd big data involving jenkins ci/cd big data,False
E949,William Schneider,Software Development,13.7,,Delhi,"Worked on projects involving Kubernetes, NLP, and .Net. Delivered solutions for healthcare domain.",kubernetes nlp involving kubernetes nlp,Expert,kubernetes nlp involving kubernetes nlp,False
E950,Richard Cervantes,AI Research,9.0,,Mumbai,"Worked on projects involving DevOps Practices, Data Quality Management, and NoSQL Database Management. Delivered solutions for healthcare domain.",devops practices data quality management nosql database management involving devops practices data quality management nosql database management,Senior,devops practices data quality management nosql database management involving devops practices data quality management nosql database management,False
E951,Thomas Meyer,Cloud Engineering,8.6,,Pune,"Worked on projects involving SQL Database Management, Data Privacy Compliance, and Big Data. Delivered solutions for retail domain.",sql database management data privacy compliance big data involving sql database management data privacy compliance big data,Senior,sql database management data privacy compliance big data involving sql database management data privacy compliance big data,False
E952,Jamie Peterson,Data Science,12.0,,Chennai,"Worked on projects involving TensorFlow, Java, and Robotic Process Automation. Delivered solutions for healthcare domain.",tensorflow java robotic process automation involving tensorflow java robotic process automation,Expert,tensorflow java robotic process automation involving tensorflow java robotic process automation,False
E953,Tracey Padilla,DevOps,13.0,,Pune,"Worked on projects involving Edge Computing, AWS, and SQL Database Management. Delivered solutions for insurance domain.",edge computing aws sql database management involving edge computing aws sql database management,Expert,edge computing aws sql database management involving edge computing aws sql database management,False
E954,Tracy Fischer,Software Development,11.9,,Delhi,"Worked on projects involving Blockchain, Data Privacy Compliance, and Container Orchestration. Delivered solutions for insurance domain.",blockchain data privacy compliance container orchestration involving blockchain data privacy compliance container orchestration,Senior,blockchain data privacy compliance container orchestration involving blockchain data privacy compliance container orchestration,False
E955,Katrina Jensen,Software Development,4.3,,Pune,"Worked on projects involving Scrum, Node.js, and GraphQL. Delivered solutions for retail domain.",scrum node involving scrum node,Mid-Level,scrum node involving scrum node,False
E956,Travis Brooks,AI Research,2.6,,Chennai,"Worked on projects involving Edge Computing, IoT, and Java. Delivered solutions for insurance domain.",edge computing iot java involving edge computing iot java,Junior,edge computing iot java involving edge computing iot java,False
E957,David Castillo,AI Research,7.0,,Chennai,"Worked on projects involving Machine Learning, Machine Learning, and Data Lake Implementation. Delivered solutions for retail domain.",machine learning machine learning data lake implementation involving machine learning machine learning data lake implementation,Senior,machine learning machine learning data lake implementation involving machine learning machine learning data lake implementation,False
E958,Daniel Houston,Cybersecurity,3.5,,Pune,"Worked on projects involving Quantum Computing, Kubernetes, and GraphQL. Delivered solutions for healthcare domain.",quantum computing kubernetes graphql involving quantum computing kubernetes graphql,Mid-Level,quantum computing kubernetes graphql involving quantum computing kubernetes graphql,False
E959,William Robinson,Cybersecurity,7.0,,Pune,"Worked on projects involving Mobile Development, Mobile Development, and Data Governance. Delivered solutions for telecom domain.",mobile development mobile development data governance involving mobile development mobile development data governance,Senior,mobile development mobile development data governance involving mobile development mobile development data governance,False
E960,Ricardo Payne,Cloud Engineering,2.8,,Pune,"Worked on projects involving Robotic Process Automation, Penetration Testing, and Terraform. Delivered solutions for insurance domain.",robotic process automation penetration testing terraform involving robotic process automation penetration testing terraform,Junior,robotic process automation penetration testing terraform involving robotic process automation penetration testing terraform,False
E961,Vickie Crawford,DevOps,10.4,,Pune,"Worked on projects involving Network Security, UI/UX Design, and Data Mesh Architecture. Delivered solutions for finance domain.",network security ui/ux design data mesh architecture involving network security ui/ux design data mesh architecture,Senior,network security ui/ux design data mesh architecture involving network security ui/ux design data mesh architecture,False
E962,Stephanie Mitchell,Cybersecurity,5.8,,Chennai,"Worked on projects involving Blockchain, Scrum, and NLP. Delivered solutions for healthcare domain.",blockchain scrum nlp involving blockchain scrum nlp,Mid-Level,blockchain scrum nlp involving blockchain scrum nlp,False
E963,David Williams,Cybersecurity,11.5,,Pune,"Worked on projects involving Microservices, NoSQL, and AWS. Delivered solutions for insurance domain.",microservices nosql aws involving microservices nosql aws,Senior,microservices nosql aws involving microservices nosql aws,False
E964,Karen Flores,AI Research,14.5,,Mumbai,"Worked on projects involving Edge Computing, Microservices, and NoSQL. Delivered solutions for insurance domain.",edge computing microservices nosql involving edge computing microservices nosql,Expert,edge computing microservices nosql involving edge computing microservices nosql,False
E965,Kim Maddox,Cybersecurity,9.8,,Delhi,"Worked on projects involving NoSQL Database Management, Scrum Methodology, and Mobile Development. Delivered solutions for finance domain.",nosql database management scrum methodology mobile development involving nosql database management scrum methodology mobile development,Senior,nosql database management scrum methodology mobile development involving nosql database management scrum methodology mobile development,False
E966,Sarah Jones,DevOps,14.8,,Delhi,"Worked on projects involving NLP, Real-time Data Processing, and Blockchain. Delivered solutions for insurance domain.",nlp real-time data processing blockchain involving nlp real-time data processing blockchain,Expert,nlp real-time data processing blockchain involving nlp real-time data processing blockchain,False
E967,Alyssa Tran,DevOps,5.9,,Delhi,"Worked on projects involving Data Governance, Data Engineering, and GraphQL API Development. Delivered solutions for finance domain.",data governance data engineering graphql api development involving data governance data engineering graphql api development,Mid-Level,data governance data engineering graphql api development involving data governance data engineering graphql api development,False
E968,David Miller,Data Science,13.7,,Mumbai,"Worked on projects involving Data Mesh Architecture, Data Quality Management, and .Net. Delivered solutions for insurance domain.",data mesh architecture data quality management involving data mesh architecture data quality management,Expert,data mesh architecture data quality management involving data mesh architecture data quality management,False
E969,Kendra King,AI Research,3.0,,Mumbai,"Worked on projects involving Penetration Testing, DevOps Practices, and AWS. Delivered solutions for telecom domain.",penetration testing devops practices aws involving penetration testing devops practices aws,Mid-Level,penetration testing devops practices aws involving penetration testing devops practices aws,False
E970,Lori Gutierrez,Cloud Engineering,13.4,,Pune,"Worked on projects involving Robotic Process Automation, SQL Database Management, and Data Visualization. Delivered solutions for healthcare domain.",robotic process automation sql database management data visualization involving robotic process automation sql database management data visualization,Expert,robotic process automation sql database management data visualization involving robotic process automation sql database management data visualization,False
E971,Jonathon Evans,Software Development,13.2,,Delhi,"Worked on projects involving Healthcare Analytics, NLP, and Mobile Development. Delivered solutions for healthcare domain.",healthcare analytics nlp mobile development involving healthcare analytics nlp mobile development,Expert,healthcare analytics nlp mobile development involving healthcare analytics nlp mobile development,False
E972,Angela Barrera,Software Development,2.6,,Mumbai,"Worked on projects involving Data Privacy Compliance, React, and .Net. Delivered solutions for finance domain.",data privacy compliance react involving data privacy compliance react,Junior,data privacy compliance react involving data privacy compliance react,False
E973,Kenneth Harrison,Cloud Engineering,8.7,,Pune,"Worked on projects involving Cloud Security, NLP, and Microservices Architecture. Delivered solutions for insurance domain.",cloud security nlp microservices architecture involving cloud security nlp microservices architecture,Senior,cloud security nlp microservices architecture involving cloud security nlp microservices architecture,False
E974,Joshua Hill,DevOps,1.6,,Chennai,"Worked on projects involving Mobile Development, Data Mesh Architecture, and Node.js. Delivered solutions for telecom domain.",mobile development data mesh architecture node involving mobile development data mesh architecture node,Junior,mobile development data mesh architecture node involving mobile development data mesh architecture node,False
E975,Rebecca Brady,Cloud Engineering,3.5,,Mumbai,"Worked on projects involving Blockchain, Container Orchestration, and CI/CD. Delivered solutions for finance domain.",blockchain container orchestration ci/cd involving blockchain container orchestration ci/cd,Mid-Level,blockchain container orchestration ci/cd involving blockchain container orchestration ci/cd,False
E976,Doris Mcclure,Cybersecurity,1.4,,Pune,"Worked on projects involving Kubernetes, PostgreSQL, and GraphQL. Delivered solutions for insurance domain.",kubernetes postgresql graphql involving kubernetes postgresql graphql,Junior,kubernetes postgresql graphql involving kubernetes postgresql graphql,False
E977,Mr. Kevin Richardson,Data Science,10.0,,Pune,"Worked on projects involving Data Lake Implementation, React, and SQL. Delivered solutions for healthcare domain.",data lake implementation react sql involving data lake implementation react sql,Senior,data lake implementation react sql involving data lake implementation react sql,False
E978,Seth Schroeder,Data Science,1.8,,Chennai,"Worked on projects involving Docker, Java, and Edge Computing. Delivered solutions for healthcare domain.",docker java edge computing involving docker java edge computing,Junior,docker java edge computing involving docker java edge computing,False
E979,Anthony Walsh,Data Science,12.5,,Chennai,"Worked on projects involving UI/UX Design, Real-time Data Processing, and .Net. Delivered solutions for insurance domain.",ui/ux design real-time data processing involving ui/ux design real-time data processing,Expert,ui/ux design real-time data processing involving ui/ux design real-time data processing,False
E980,Stephanie Thompson,Software Development,4.8,,Delhi,"Worked on projects involving Big Data, Data Mesh Architecture, and React. Delivered solutions for finance domain.",big data data mesh architecture react involving big data data mesh architecture react,Mid-Level,big data data mesh architecture react involving big data data mesh architecture react,False
E981,William Martinez,Cloud Engineering,6.6,,Chennai,"Worked on projects involving Data Governance, Cloud Security, and NLP. Delivered solutions for insurance domain.",data governance cloud security nlp involving data governance cloud security nlp,Mid-Level,data governance cloud security nlp involving data governance cloud security nlp,False
E982,Javier Meyer,DevOps,7.3,,Delhi,"Worked on projects involving UI/UX Design, Big Data, and Scrum Methodology. Delivered solutions for healthcare domain.",ui/ux design big data scrum methodology involving ui/ux design big data scrum methodology,Senior,ui/ux design big data scrum methodology involving ui/ux design big data scrum methodology,False
E983,Anthony Christian,Data Science,9.8,,Mumbai,"Worked on projects involving Scrum Methodology, Big Data, and Data Warehousing. Delivered solutions for telecom domain.",scrum methodology big data data warehousing involving scrum methodology big data data warehousing,Senior,scrum methodology big data data warehousing involving scrum methodology big data data warehousing,False
E984,Michael Stevens,AI Research,2.8,,Delhi,"Worked on projects involving Quantum Computing, Robotic Process Automation, and Network Security. Delivered solutions for retail domain.",quantum computing robotic process automation network security involving quantum computing robotic process automation network security,Junior,quantum computing robotic process automation network security involving quantum computing robotic process automation network security,False
E985,Kimberly Anderson,Cloud Engineering,9.4,,Delhi,"Worked on projects involving Scrum Methodology, Scrum, and Edge Computing. Delivered solutions for insurance domain.",scrum methodology scrum edge computing involving scrum methodology scrum edge computing,Senior,scrum methodology scrum edge computing involving scrum methodology scrum edge computing,False
E986,Travis Gonzalez,Cloud Engineering,9.7,,Chennai,"Worked on projects involving Data Privacy Compliance, Data Visualization, and Agile Project Management. Delivered solutions for insurance domain.",data privacy compliance data visualization agile management involving data privacy compliance data visualization agile management,Senior,data privacy compliance data visualization agile management involving data privacy compliance data visualization agile management,False
E987,Chris Clark,DevOps,8.1,,Mumbai,"Worked on projects involving Data Visualization, Data Warehousing, and Data Lake Implementation. Delivered solutions for healthcare domain.",data visualization data warehousing data lake implementation involving data visualization data warehousing data lake implementation,Senior,data visualization data warehousing data lake implementation involving data visualization data warehousing data lake implementation,False
E988,Heather Gibbs,DevOps,13.4,,Pune,"Worked on projects involving Data Visualization, Data Warehousing, and Cybersecurity. Delivered solutions for insurance domain.",data visualization data warehousing cybersecurity involving data visualization data warehousing cybersecurity,Expert,data visualization data warehousing cybersecurity involving data visualization data warehousing cybersecurity,False
E989,Bill Greer,Cloud Engineering,11.4,,Delhi,"Worked on projects involving Serverless Architecture, GraphQL, and GraphQL API Development. Delivered solutions for healthcare domain.",serverless architecture graphql graphql api development involving serverless architecture graphql graphql api development,Senior,serverless architecture graphql graphql api development involving serverless architecture graphql graphql api development,False
E990,Angela Whitney,Cloud Engineering,5.6,,Chennai,"Worked on projects involving React, Java, and Terraform. Delivered solutions for insurance domain.",react java terraform involving react java terraform,Mid-Level,react java terraform involving react java terraform,False
E991,Kara Owen,AI Research,6.4,,Pune,"Worked on projects involving TensorFlow, CI/CD Pipelines, and Data Privacy Compliance. Delivered solutions for healthcare domain.",tensorflow ci/cd pipelines data privacy compliance involving tensorflow ci/cd pipelines data privacy compliance,Mid-Level,tensorflow ci/cd pipelines data privacy compliance involving tensorflow ci/cd pipelines data privacy compliance,False
E992,Ricardo Friedman,DevOps,14.0,,Chennai,"Worked on projects involving Penetration Testing, NLP, and PostgreSQL. Delivered solutions for healthcare domain.",penetration testing nlp postgresql involving penetration testing nlp postgresql,Expert,penetration testing nlp postgresql involving penetration testing nlp postgresql,False
E993,Katelyn Welch,Data Science,9.2,,Delhi,"Worked on projects involving Agile Project Management, Data Lake Implementation, and Agile Project Management. Delivered solutions for healthcare domain.",agile management data lake implementation agile management involving agile management data lake implementation agile management,Senior,agile management data lake implementation agile management involving agile management data lake implementation agile management,False
E994,Richard Phillips,Cybersecurity,10.5,,Delhi,"Worked on projects involving Data Warehousing, Data Warehousing, and REST APIs. Delivered solutions for retail domain.",data warehousing data warehousing rest apis involving data warehousing data warehousing rest apis,Senior,data warehousing data warehousing rest apis involving data warehousing data warehousing rest apis,False
E995,Cassandra Wiggins,AI Research,7.6,,Delhi,"Worked on projects involving Data Warehousing, Blockchain, and Mobile Development. Delivered solutions for finance domain.",data warehousing blockchain mobile development involving data warehousing blockchain mobile development,Senior,data warehousing blockchain mobile development involving data warehousing blockchain mobile development,False
E996,Helen Jordan,Data Science,14.1,,Mumbai,"Worked on projects involving GraphQL API Development, PostgreSQL, and Azure. Delivered solutions for telecom domain.",graphql api development postgresql azure involving graphql api development postgresql azure,Expert,graphql api development postgresql azure involving graphql api development postgresql azure,False
E997,Christopher Harris,AI Research,3.3,,Mumbai,"Worked on projects involving Serverless Architecture, GraphQL API Development, and Container Orchestration. Delivered solutions for retail domain.",serverless architecture graphql api development container orchestration involving serverless architecture graphql api development container orchestration,Mid-Level,serverless architecture graphql api development container orchestration involving serverless architecture graphql api development container orchestration,False
E998,Mark Anderson DDS,AI Research,1.0,,Pune,"Worked on projects involving Real-time Data Processing, Scrum Methodology, and SQL. Delivered solutions for healthcare domain.",real-time data processing scrum methodology sql involving real-time data processing scrum methodology sql,Junior,real-time data processing scrum methodology sql involving real-time data processing scrum methodology sql,False
E999,Eric Crawford,Data Science,10.1,,Mumbai,"Worked on projects involving Data Engineering, Scrum Methodology, and Cybersecurity. Delivered solutions for finance domain.",data engineering scrum methodology cybersecurity involving data engineering scrum methodology cybersecurity,Senior,data engineering scrum methodology cybersecurity involving data engineering scrum methodology cybersecurity,False
E1000,Antonio Fuentes,Software Development,13.5,,Chennai,"Worked on projects involving Data Lake Implementation, GraphQL API Development, and GraphQL. Delivered solutions for telecom domain.",data lake implementation graphql api development graphql involving data lake implementation graphql api development graphql,Expert,data lake implementation graphql api development graphql involving data lake implementation graphql api development graphql,False
E1001,Brian Baker,Cloud Engineering,1.8,,Chennai,"Worked on projects involving Agile Project Management, UI/UX Design, and Quantum Computing. Delivered solutions for telecom domain.",agile management ui/ux design quantum computing involving agile management ui/ux design quantum computing,Junior,agile management ui/ux design quantum computing involving agile management ui/ux design quantum computing,False
E1002,Michael Richardson,AI Research,8.2,,Chennai,"Worked on projects involving Edge Computing, Robotic Process Automation, and Azure. Delivered solutions for insurance domain.",edge computing robotic process automation azure involving edge computing robotic process automation azure,Senior,edge computing robotic process automation azure involving edge computing robotic process automation azure,False
E1003,Herbert Turner,Software Development,4.2,,Mumbai,"Worked on projects involving Blockchain, Docker, and REST APIs. Delivered solutions for healthcare domain.",blockchain docker rest apis involving blockchain docker rest apis,Mid-Level,blockchain docker rest apis involving blockchain docker rest apis,False
E1004,Daniel Wolf,Cybersecurity,2.6,,Pune,"Worked on projects involving Robotic Process Automation, Network Security, and Penetration Testing. Delivered solutions for finance domain.",robotic process automation network security penetration testing involving robotic process automation network security penetration testing,Junior,robotic process automation network security penetration testing involving robotic process automation network security penetration testing,False
E1005,Kathy Sanford,Cybersecurity,8.4,,Mumbai,"Worked on projects involving Python, GraphQL, and Quantum Computing. Delivered solutions for telecom domain.",python graphql quantum computing involving python graphql quantum computing,Senior,python graphql quantum computing involving python graphql quantum computing,False
E1006,Theresa Wallace DVM,Data Science,13.2,,Mumbai,"Worked on projects involving Node.js, NoSQL Database Management, and Data Privacy Compliance. Delivered solutions for healthcare domain.",node involving node,Expert,node involving node,False
E1007,Sue Fields,AI Research,14.7,,Mumbai,"Worked on projects involving Mobile Development, GraphQL API Development, and DevOps Practices. Delivered solutions for healthcare domain.",mobile development graphql api development devops practices involving mobile development graphql api development devops practices,Expert,mobile development graphql api development devops practices involving mobile development graphql api development devops practices,False
E1008,Brooke Smith,Software Development,11.8,,Delhi,"Worked on projects involving NoSQL, Kubernetes, and Agile. Delivered solutions for telecom domain.",nosql kubernetes agile involving nosql kubernetes agile,Senior,nosql kubernetes agile involving nosql kubernetes agile,False
E1009,Alexandra Allen,Software Development,2.5,,Delhi,"Worked on projects involving Terraform, Data Mesh Architecture, and React. Delivered solutions for insurance domain.",terraform data mesh architecture react involving terraform data mesh architecture react,Junior,terraform data mesh architecture react involving terraform data mesh architecture react,False
